Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil
Mariano Díaz,30,République Dominicaine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/mariano-diaz/profil/spieler/225020
Thomas Meunier,32,Belgique,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/thomas-meunier/profil/spieler/100986
Liam Henderson,27,Écosse,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/liam-henderson/profil/spieler/193867
Daley Sinkgraven,28,Pays-Bas,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/daley-sinkgraven/profil/spieler/215099
Pontus Jansson,32,Suède,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/pontus-jansson/profil/spieler/125314
Jens Petter Hauge,24,Norvège,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/jens-petter-hauge/profil/spieler/422355
Rareș Ilie,20,Roumanie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/rares-ilie/profil/spieler/812654
Samuel Kalu,26,Nigeria,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/samuel-kalu/profil/spieler/424051
Alexander Barboza,28,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/alexander-barboza/profil/spieler/379752
Gerrit Holtmann,28,Philippines,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/gerrit-holtmann/profil/spieler/190289
Aaron Ramsey,32,Pays de Galles,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/aaron-ramsey/profil/spieler/50057
Stéphane Diarra,24,Côte d'Ivoire,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/stephane-diarra/profil/spieler/428954
Kieffer Moore,31,Pays de Galles,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/kieffer-moore/profil/spieler/275590
Nicolás Freire,29,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/nicolas-freire/profil/spieler/266809
Ramon,22,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ramon/profil/spieler/663578
Giuseppe Pezzella,25,Italie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/giuseppe-pezzella/profil/spieler/336960
Figueiredo,22,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/figueiredo/profil/spieler/703324
Marcelo Benevenuto,28,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/marcelo-benevenuto/profil/spieler/476339
Mads Bech Sørensen,24,Danemark,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/mads-bech-sorensen/profil/spieler/372240
Kazımcan Karataş,21,Turquie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/kazimcan-karatas/profil/spieler/697149
Ilya Samoshnikov,25,Russie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ilya-samoshnikov/profil/spieler/522030
Mousa Tamari,26,Jordanie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/mousa-tamari/profil/spieler/551505
Tino Kadewere,27,Zimbabwe,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/tino-kadewere/profil/spieler/384060
Rhys Healey,28,Angleterre,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/rhys-healey/profil/spieler/238185
Ryan Longman,22,Angleterre,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ryan-longman/profil/spieler/512175
Matías Pellegrini,23,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/matias-pellegrini/profil/spieler/606267
Di'Shon Bernard,22,Jamaïque,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/dishon-bernard/profil/spieler/531677
Ally Samatta,30,Tanzanie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ally-samatta/profil/spieler/182201
Giuliano Simeone,20,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/giuliano-simeone/profil/spieler/742201
Tiemoué Bakayoko,29,France,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/tiemoue-bakayoko/profil/spieler/182618
Joris Kayembe,28,RD Congo,"2,50 mio. €",?,https://www.transfermarkt.fr/joris-kayembe/profil/spieler/129586
Dmitriy Poloz,32,Russie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/dmitriy-poloz/profil/spieler/98539
Zack Steffen,28,États-Unis,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/zack-steffen/profil/spieler/221624
Omir Fernandez,24,États-Unis,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/omir-fernandez/profil/spieler/467271
Juan Fernando Quintero,30,Colombie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/juan-fernando-quintero/profil/spieler/122582
Kaiky,20,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/kaiky/profil/spieler/743589
Konrad de la Fuente,22,États-Unis,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/konrad-de-la-fuente/profil/spieler/466809
Ignacio Pussetto,27,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/ignacio-pussetto/profil/spieler/283528
Paul Bernardoni,26,France,"2,50 mio. €",?,https://www.transfermarkt.fr/paul-bernardoni/profil/spieler/318507
Emerson Rodríguez,23,Colombie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/emerson-rodriguez/profil/spieler/715140
Robert Muric,27,Croatie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/robert-muric/profil/spieler/226085
Aboubakar Kamara,28,Mauritanie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/aboubakar-kamara/profil/spieler/290951
Diadié Samassékou,28,Mali,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/diadie-samassekou/profil/spieler/315604
Javi Hernández,25,Espagne,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/javi-hernandez/profil/spieler/422466
Otabek Shukurov,27,Ouzbékistan,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/otabek-shukurov/profil/spieler/294525
Aylton Boa Morte,29,Portugal,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/aylton-boa-morte/profil/spieler/352811
Sorriso,22,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/sorriso/profil/spieler/868101
Bilal Boutobba,24,France,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/bilal-boutobba/profil/spieler/344151
Choco Lozano,30,Honduras,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/choco-lozano/profil/spieler/131275
Edouard Michut,20,France,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/edouard-michut/profil/spieler/659521
Kamory Doumbia,20,Mali,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/kamory-doumbia/profil/spieler/671594
Lucas Di Yorio,26,Argentine,"2,50 mio. €",?,https://www.transfermarkt.fr/lucas-di-yorio/profil/spieler/439108
Luca D'Andrea,18,Italie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/luca-dandrea/profil/spieler/725242
Prestige Mboungou,23,Congo,"2,50 mio. €",?,https://www.transfermarkt.fr/prestige-mboungou/profil/spieler/615667
Emre Mor,26,Turquie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/emre-mor/profil/spieler/283223
Raymundo Fulgencio,23,Mexique,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/raymundo-fulgencio/profil/spieler/600905
Jhon Murillo,28,Venezuela,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/jhon-murillo/profil/spieler/308560
Kevin Bonifazi,27,Italie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/kevin-bonifazi/profil/spieler/247377
Everton Ribeiro,34,Brésil,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/everton-ribeiro/profil/spieler/52896
Santiago Arias,32,Colombie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/santiago-arias/profil/spieler/120443
Carlos de Pena,32,Uruguay,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/carlos-de-pena/profil/spieler/257740
Victor Lekhal,29,Algérie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/victor-lekhal/profil/spieler/264811
Tomás Galván,23,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/tomas-galvan/profil/spieler/893850
Deiber Caicedo,23,Colombie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/deiber-caicedo/profil/spieler/543467
Eddie Salcedo,21,Italie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/eddie-salcedo/profil/spieler/459661
Adam Maher,30,Pays-Bas,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/adam-maher/profil/spieler/122421
Chico Geraldes,28,Portugal,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/chico-geraldes/profil/spieler/257456
Mamadou Loum,26,Sénégal,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/mamadou-loum/profil/spieler/364237
Luciano Vietto,29,Argentine,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/luciano-vietto/profil/spieler/214316
Guy Mbenza,23,Congo,"2,50 mio. €",?,https://www.transfermarkt.fr/guy-mbenza/profil/spieler/506948
Marcel Tisserand,31,RD Congo,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/marcel-tisserand/profil/spieler/170463
Alexandru Mitriță,28,Roumanie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/alexandru-mitrita/profil/spieler/209649
Wilder Cartagena,29,Pérou,"2,50 mio. €",?,https://www.transfermarkt.fr/wilder-cartagena/profil/spieler/224669
Konstantin Kuchaev,25,Russie,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/konstantin-kuchaev/profil/spieler/381834
Corey Baird,27,États-Unis,Inconnu,"2,50 mio. €",https://www.transfermarkt.fr/corey-baird/profil/spieler/336182
José Esquivel,25,Mexique,"2,50 mio. €",?,https://www.transfermarkt.fr/jose-esquivel/profil/spieler/335086
Maximiliano Romero,24,Argentine,"2,30 mio. €","2,47 mio. €",https://www.transfermarkt.fr/maximiliano-romero/profil/spieler/365758
Mohammed Al-Mahasneh,26,Arabie Saoudite,175 K €,"2,41 mio. €",https://www.transfermarkt.fr/mohammed-al-mahasneh/profil/spieler/901096
Panos Katseris,22,Grèce,500 K €,"2,40 mio. €",https://www.transfermarkt.fr/panos-katseris/profil/spieler/816308
Tommaso Augello,28,Italie,"2,00 mio. €","2,40 mio. €",https://www.transfermarkt.fr/tommaso-augello/profil/spieler/284595
Doğucan Haspolat,23,Turquie,"2,40 mio. €",600 K €,https://www.transfermarkt.fr/dogucan-haspolat/profil/spieler/387143
Manu Vallejo,26,Espagne,Inconnu,"2,40 mio. €",https://www.transfermarkt.fr/manu-vallejo/profil/spieler/527350
Bartlomiej Dragowski,26,Pologne,Inconnu,"2,40 mio. €",https://www.transfermarkt.fr/bartlomiej-dragowski/profil/spieler/208166
Efkan Bekiroğlu,27,Turquie,Inconnu,"2,40 mio. €",https://www.transfermarkt.fr/efkan-bekiroglu/profil/spieler/327402
Gennaro Tutino,26,Italie,Inconnu,"2,40 mio. €",https://www.transfermarkt.fr/gennaro-tutino/profil/spieler/202979
Olivier Kemen,27,Cameroun,Inconnu,"2,40 mio. €",https://www.transfermarkt.fr/olivier-kemen/profil/spieler/243725
Bernard Mensah,28,Ghana,Inconnu,"2,40 mio. €",https://www.transfermarkt.fr/bernard-mensah/profil/spieler/324321
Gastón Martirena,23,Uruguay,"1,20 mio. €","2,36 mio. €",https://www.transfermarkt.fr/gaston-martirena/profil/spieler/744324
Omri Gandelman,23,Israël,"1,50 mio. €","2,35 mio. €",https://www.transfermarkt.fr/omri-gandelman/profil/spieler/780548
Sergio Córdova,26,Venezuela,"1,50 mio. €","2,35 mio. €",https://www.transfermarkt.fr/sergio-cordova/profil/spieler/377387
Ashley Phillips,18,Angleterre,"2,00 mio. €","2,30 mio. €",https://www.transfermarkt.fr/ashley-phillips/profil/spieler/859951
Ross McCrorie,25,Écosse,"1,00 mio. €","2,30 mio. €",https://www.transfermarkt.fr/ross-mccrorie/profil/spieler/293746
Bobby Thomas,22,Angleterre,450 K €,"2,30 mio. €",https://www.transfermarkt.fr/bobby-thomas/profil/spieler/788283
Milan Djuric,33,Bosnie-Herzégovine,"1,00 mio. €","2,30 mio. €",https://www.transfermarkt.fr/milan-djuric/profil/spieler/67556
Franco González,19,Uruguay,"2,30 mio. €","1,85 mio. €",https://www.transfermarkt.fr/franco-gonzalez/profil/spieler/928621
Andrei Cordea,24,Roumanie,"2,30 mio. €","1,32 mio. €",https://www.transfermarkt.fr/andrei-cordea/profil/spieler/435712
Andrea Compagno,27,Italie,"2,30 mio. €",120 K €,https://www.transfermarkt.fr/andrea-compagno/profil/spieler/287255
Matus Bero,27,Slovaquie,Inconnu,"2,30 mio. €",https://www.transfermarkt.fr/matus-bero/profil/spieler/204047
Eden Karzev,23,Israël,Inconnu,"2,30 mio. €",https://www.transfermarkt.fr/eden-karzev/profil/spieler/396640
Taylan Antalyalı,28,Turquie,Inconnu,"2,30 mio. €",https://www.transfermarkt.fr/taylan-antalyali/profil/spieler/204176
Petar Stojanović,27,Slovénie,Inconnu,"2,30 mio. €",https://www.transfermarkt.fr/petar-stojanovic/profil/spieler/183841
Zinedine Ferhat,30,Algérie,Inconnu,"2,30 mio. €",https://www.transfermarkt.fr/zinedine-ferhat/profil/spieler/232895
Carlos Strandberg,27,Suède,Inconnu,"2,30 mio. €",https://www.transfermarkt.fr/carlos-strandberg/profil/spieler/252689
Emanuele Valeri,25,Italie,Inconnu,"2,30 mio. €",https://www.transfermarkt.fr/emanuele-valeri/profil/spieler/445126
Álvaro González,33,Espagne,Inconnu,"2,30 mio. €",https://www.transfermarkt.fr/alvaro-gonzalez/profil/spieler/183647
Tatsuhiro Sakamoto,26,Japon,"1,00 mio. €","2,25 mio. €",https://www.transfermarkt.fr/tatsuhiro-sakamoto/profil/spieler/617408
Gonzalo Piovi,29,Argentine,"2,00 mio. €","2,22 mio. €",https://www.transfermarkt.fr/gonzalo-piovi/profil/spieler/284120
Ryan Mmaee,25,Maroc,"2,20 mio. €","4,00 mio. €",https://www.transfermarkt.fr/ryan-mmaee/profil/spieler/249543
Christoph Klarer,23,Autriche,"2,20 mio. €","2,30 mio. €",https://www.transfermarkt.fr/christoph-klarer/profil/spieler/346849
Matías Esquivel,24,Argentine,"2,20 mio. €","2,30 mio. €",https://www.transfermarkt.fr/matias-esquivel/profil/spieler/739996
Ilias Koutsoupias,22,Grèce,"1,30 mio. €","2,20 mio. €",https://www.transfermarkt.fr/ilias-koutsoupias/profil/spieler/534161
Reda Slim,23,Maroc,"2,20 mio. €","2,00 mio. €",https://www.transfermarkt.fr/reda-slim/profil/spieler/689431
Omer Atzili,29,Israël,"2,20 mio. €","2,00 mio. €",https://www.transfermarkt.fr/omer-atzili/profil/spieler/294568
Juan Portilla,25,Colombie,"2,20 mio. €","1,80 mio. €",https://www.transfermarkt.fr/juan-portilla/profil/spieler/585747
Mirko Antonucci,24,Italie,"2,20 mio. €","1,70 mio. €",https://www.transfermarkt.fr/mirko-antonucci/profil/spieler/315852
Pavel Bucha,25,Tchéquie,"2,20 mio. €","1,60 mio. €",https://www.transfermarkt.fr/pavel-bucha/profil/spieler/563033
Ben Pearson,28,Angleterre,"2,20 mio. €","1,50 mio. €",https://www.transfermarkt.fr/ben-pearson/profil/spieler/183302
Taylor Gardner-Hickman,22,Angleterre,"2,20 mio. €","1,50 mio. €",https://www.transfermarkt.fr/taylor-gardner-hickman/profil/spieler/546944
Matteo Ricci,29,Italie,"2,20 mio. €","1,25 mio. €",https://www.transfermarkt.fr/matteo-ricci/profil/spieler/198087
Ben Wiles,24,Angleterre,"2,20 mio. €","1,10 mio. €",https://www.transfermarkt.fr/ben-wiles/profil/spieler/542471
Nana Boateng,29,Ghana,"2,20 mio. €","1,00 mio. €",https://www.transfermarkt.fr/nana-boateng/profil/spieler/236272
Haris Tabakovic,29,Bosnie-Herzégovine,"2,20 mio. €",500 K €,https://www.transfermarkt.fr/haris-tabakovic/profil/spieler/203123
Magomed Ozdoev,30,Russie,"2,20 mio. €",450 K €,https://www.transfermarkt.fr/magomed-ozdoev/profil/spieler/137206
Milos Pantovic,20,Serbie,"2,20 mio. €",300 K €,https://www.transfermarkt.fr/milos-pantovic/profil/spieler/615639
Aleksandar Popovic,23,Serbie,"2,20 mio. €",210 K €,https://www.transfermarkt.fr/aleksandar-popovic/profil/spieler/376449
Pieter Gerkens,28,Belgique,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/pieter-gerkens/profil/spieler/183383
Adil Aouchiche,21,France,"2,20 mio. €",?,https://www.transfermarkt.fr/adil-aouchiche/profil/spieler/569385
Koji Miyoshi,26,Japon,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/koji-miyoshi/profil/spieler/295060
Elias Cobbaut,25,Belgique,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/elias-cobbaut/profil/spieler/419723
Luke McNally,23,Irlande,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/luke-mcnally/profil/spieler/535927
Ibrahim Sissoko,27,Mali,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/ibrahim-sissoko/profil/spieler/484888
Alassane Ndao,26,Sénégal,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/alassane-ndao/profil/spieler/569777
Pipa,25,Espagne,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/pipa/profil/spieler/423166
Jay Dasilva,25,Pays de Galles,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/jay-dasilva/profil/spieler/258915
Joe Bryan,29,Angleterre,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/joe-bryan/profil/spieler/194460
Ivan Cavaleiro,29,Angola,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/ivan-cavaleiro/profil/spieler/149716
Borja Sainz,22,Espagne,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/borja-sainz/profil/spieler/634461
Alfred Gomis,29,Sénégal,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/alfred-gomis/profil/spieler/163568
Borja Garcés,24,Espagne,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/borja-garces/profil/spieler/566036
Paulo Victor,22,Brésil,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/paulo-victor/profil/spieler/875511
Noah Ohio,21,Pays-Bas,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/noah-ohio/profil/spieler/557410
Halil Akbunar,29,Turquie,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/halil-akbunar/profil/spieler/212229
Byron Castillo,24,Équateur,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/byron-castillo/profil/spieler/400961
Robson Bambu,26,Brésil,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/robson-bambu/profil/spieler/458715
Aké Loba,25,Côte d'Ivoire,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/ake-loba/profil/spieler/515512
Vito van Crooij,27,Pays-Bas,"2,20 mio. €",?,https://www.transfermarkt.fr/vito-van-crooij/profil/spieler/312493
Mbaye Diagne,31,Sénégal,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/mbaye-diagne/profil/spieler/271966
André Carrillo,32,Pérou,"2,20 mio. €",?,https://www.transfermarkt.fr/andre-carrillo/profil/spieler/135057
Andrés Vombergar,28,Slovénie,Inconnu,"2,20 mio. €",https://www.transfermarkt.fr/andres-vombergar/profil/spieler/486926
Dermane Karim,19,Togo,300 K €,"2,10 mio. €",https://www.transfermarkt.fr/dermane-karim/profil/spieler/969447
Fernando,31,Brésil,"2,10 mio. €","1,50 mio. €",https://www.transfermarkt.fr/fernando/profil/spieler/105456
Hyoran,30,Brésil,Inconnu,"2,10 mio. €",https://www.transfermarkt.fr/hyoran/profil/spieler/338861
Nicolás Fonseca,24,Uruguay,550 K €,"2,07 mio. €",https://www.transfermarkt.fr/nicolas-fonseca/profil/spieler/462070
Seydou Sano,18,Sénégal,150 K €,"2,04 mio. €",https://www.transfermarkt.fr/seydou-sano/profil/spieler/1106982
Sam Lammers,26,Pays-Bas,"2,00 mio. €","4,10 mio. €",https://www.transfermarkt.fr/sam-lammers/profil/spieler/386914
Toni Fruk,22,Croatie,"2,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/toni-fruk/profil/spieler/432758
Filippo Ranocchia,22,Italie,"2,00 mio. €","3,88 mio. €",https://www.transfermarkt.fr/filippo-ranocchia/profil/spieler/489611
Nazareno Colombo,24,Argentine,"2,00 mio. €","2,80 mio. €",https://www.transfermarkt.fr/nazareno-colombo/profil/spieler/688207
Fabio Chiarodia,18,Italie,"1,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/fabio-chiarodia/profil/spieler/724104
Maurice Malone,22,Allemagne,"1,80 mio. €","2,00 mio. €",https://www.transfermarkt.fr/maurice-malone/profil/spieler/405568
Julián Malatini,22,Argentine,"1,70 mio. €","2,00 mio. €",https://www.transfermarkt.fr/julian-malatini/profil/spieler/830108
Benedict Hollerbach,22,Allemagne,"1,20 mio. €","2,00 mio. €",https://www.transfermarkt.fr/benedict-hollerbach/profil/spieler/453870
Sergi Altimira,21,Espagne,300 K €,"2,00 mio. €",https://www.transfermarkt.fr/sergi-altimira/profil/spieler/466801
Daisuke Yokota,23,Japon,"1,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/daisuke-yokota/profil/spieler/602781
Uros Sremcevic,17,Serbie,400 K €,"2,00 mio. €",https://www.transfermarkt.fr/uros-sremcevic/profil/spieler/897511
Kassoum Ouattara,19,France,600 K €,"2,00 mio. €",https://www.transfermarkt.fr/kassoum-ouattara/profil/spieler/947360
Jenson Seelt,20,Pays-Bas,600 K €,"2,00 mio. €",https://www.transfermarkt.fr/jenson-seelt/profil/spieler/617755
Douglas Mendes,19,Brésil,150 K €,"2,00 mio. €",https://www.transfermarkt.fr/douglas-mendes/profil/spieler/921863
